year,mileage,tax,mpg,engineSize,price
2017,14219,145,52.3,1.0,10333
2018,10266,145,55.4,1.1,10795
2018,22058,145,57.7,1.0,13289
2018,14806,150,62.8,1.0,12995
2018,15919,145,57.7,1.0,13491
2019,4357,145,53.3,1.0,15995
2018,14277,145,67.3,2.0,18689
2018,16565,145,60.1,1.0,12791
2017,32442,145,55.4,1.0,9495
2019,6378,145,51.4,1.0,16666
2019,7694,145,47.9,1.2,9991
2017,10908,125,56.5,2.0,19491
2016,30225,30,57.7,1.2,5666
2018,14346,145,51.4,1.0,13150
2019,9000,145,39.2,2.0,21222
2018,25000,145,47.9,1.2,8888
2019,6000,145,58.9,1.0,14888
2019,6500,145,51.4,1.0,16491
2019,11906,145,58.9,1.0,13333
2017,8887,145,57.7,1.2,8495
2018,3469,145,51.4,1.0,16333
2018,13940,145,58.9,1.5,19333
2017,16750,125,58.9,2.0,10995
2018,17011,145,54.3,2.0,19000
2016,17900,160,44.1,1.6,9995
2016,31766,145,52.3,2.0,16479
2018,14277,145,67.3,2.0,18689
2018,16565,145,60.1,1.0,12791
2017,32442,145,55.4,1.0,9495
2019,6682,145,48.7,1.0,17991
2018,12898,145,74.3,1.5,16000
2018,8000,145,64.2,2.0,19444
2019,8158,145,54.3,2.0,25991
2019,4777,145,43.5,1.2,10795
2019,7000,145,64.2,2.0,20795
2019,6500,145,47.9,1.2,9795
2018,14128,145,55.4,1.1,10491
2018,13597,145,55.4,1.1,10795
2018,10266,145,55.4,1.1,10795
2017,15699,145,47.9,1.6,14295
2018,26956,145,45.6,1.5,16789
2018,9820,150,58.9,1.0,10679
2018,17036,145,60.1,2.0,16222
2014,17441,20,68.9,1.5,6995
2017,24801,145,54.3,2.0,18491
2017,10126,145,52.3,1.0,11500
2017,18066,145,54.3,2.0,17595
2018,3531,145,48.7,1.0,13491
2018,13456,145,62.8,1.0,13991
2018,25000,145,47.9,1.2,8888
2017,15699,145,47.9,1.6,14295
2014,50496,145,47.9,1.6,8295
2016,47224,0,74.3,1.5,11491
2016,16327,0,83.1,1.5,9270
2013,38641,0,65.7,1.0,6820
2013,50223,30,56.5,1.0,6370
2016,45973,125,56.5,2.0,16170
2016,55413,30,64.2,2.0,10130
2018,16117,150,74.3,1.5,13441
2015,67680,20,67.3,1.6,7141
2015,45878,0,74.3,1.5,7660
2015,22480,0,65.7,1.0,7641
2016,39621,145,52.3,2.0,12490
2017,11108,0,57.7,1.0,10750
2017,32399,125,52.3,1.0,10240
2017,15987,145,54.3,1.2,8150
2017,8525,0,65.7,1.0,10160
2017,12811,200,41.5,2.0,18900
2016,53164,125,56.5,2.0,15780
2018,7740,145,56.5,1.5,13090
2014,43550,20,68.9,1.5,6350
2017,38720,20,62.8,1.0,9350
2016,8833,0,57.7,1.0,10940
2019,1576,145,45.6,1.0,17590
2018,15336,145,41.5,2.0,17997
2017,53786,0,65.7,1.0,7490
2017,17166,125,52.3,1.0,9200
2017,21184,145,54.3,2.0,16507
2017,3833,150,65.7,1.0,11350
2017,16643,150,54.3,2.0,16991
2019,4577,145,61.4,1.5,18140
2019,18333,145,42.2,2.0,21300
2019,9455,145,47.9,2.0,21970
2019,7588,145,60.1,1.0,14491
2019,11301,145,60.1,1.0,15260
2019,10613,145,60.1,1.0,15440
2019,3803,145,58.9,1.0,14730
2019,11167,145,58.9,1.0,18910
2019,3915,145,60.1,1.0,13491
2019,5447,145,60.1,1.0,15420
2019,4265,145,60.1,1.0,15860
2013,60088,0,65.7,1.0,5840
2017,15233,145,65.7,1.0,10100
2019,151,145,38.2,2.0,17991
2017,21295,160,44.1,1.6,10060
2017,28789,20,62.8,1.0,9360
2017,6245,20,60.1,1.0,10750
2018,14126,145,65.7,1.0,10700
2018,21819,145,57.7,1.2,7680
2018,11912,145,54.3,1.0,14320
2017,20109,145,54.3,1.0,11740
2019,6555,145,58.9,1.0,12430
2019,9369,145,60.1,1.0,15320
2016,38113,20,61.4,1.0,8760
2017,44617,0,65.7,1.0,8020
2015,14293,0,65.7,1.0,8560
2017,17327,145,41.5,2.0,18520
2019,1617,145,34.5,2.3,29350
2018,13008,145,41.5,2.0,20370
2017,17434,145,41.5,2.0,19910
2017,19153,0,65.7,1.0,10920
2019,2000,145,47.9,1.2,11000
2017,24216,0,65.7,1.0,8400
2019,2463,145,47.9,1.2,10550
2018,26792,145,57.7,1.2,7295
2019,3314,145,60.1,1.0,17480
2019,2818,145,48.7,1.1,13140
2019,6235,145,70.6,2.0,20380
2017,4807,145,57.7,1.2,8310
2019,2978,145,53.3,1.0,17990
2019,9389,145,50.4,1.0,17491
2017,17530,145,60.1,1.0,11560
2017,10958,0,65.7,1.0,9300
2019,16424,145,67.3,1.5,16230
2019,5166,145,58.9,1.0,13120
2019,2000,145,47.9,1.2,10550
2016,18366,125,56.5,2.0,16660
2020,251,145,51.4,1.0,15491
2020,557,145,60.1,1.0,15600
2017,23458,30,57.7,1.2,7170
2016,19029,30,55.4,1.0,12383
2018,30704,145,65.7,1.0,10699
2018,28654,145,65.7,1.0,10699
2015,52645,145,54.3,2.0,11999
2018,32895,150,65.7,1.0,10699
2017,27697,145,48.7,2.0,19695
2016,19016,125,52.3,1.0,10300
2016,14896,0,74.3,1.5,10300
2018,17125,145,65.7,1.0,10495
2019,1518,145,53.3,1.0,15700
2018,3871,145,58.9,1.0,13500
2017,15600,145,65.7,1.0,11470
2018,11696,145,62.8,1.0,11931
2019,10148,145,58.9,1.0,12790
2018,17876,145,20.9,5.0,28615
2016,47800,0,65.7,1.0,6495
2017,17729,30,57.7,1.2,6990
2016,54269,30,57.7,1.2,5790
2016,55923,0,74.3,1.5,7730
2016,49030,0,88.3,1.5,7691
2013,21797,30,54.3,1.2,6340
2018,9844,145,43.5,1.2,9600
2017,19365,145,55.4,1.0,9300
2018,17150,145,65.7,1.0,10300
2020,6000,145,55.4,1.0,17300
2018,21452,145,65.7,1.0,10300
2018,2456,145,48.7,1.0,13800
2019,3696,145,45.6,1.0,16800
2017,17236,125,53.3,1.0,9900
2017,42956,20,60.1,1.0,9700
2019,7858,145,38.7,2.0,21200
2017,16737,160,44.8,1.5,10960
2016,31410,0,74.3,1.5,9160
2019,4344,145,48.7,1.1,13140
2015,54724,0,74.3,1.5,7000
2018,9822,145,54.3,1.0,13790
2016,13552,30,57.7,1.0,10690
2019,10071,145,60.1,1.0,14550
2019,11317,145,60.1,1.0,14080
2019,10586,145,55.4,1.0,14930
2018,21235,145,80.7,1.5,13160
2017,43710,150,44.8,1.5,8250
2017,13230,145,54.3,2.0,17995
2017,50289,205,41.5,2.0,13595
2015,35936,30,64.2,2.0,11221
2017,21827,125,60.1,2.0,13711
2017,13451,150,54.3,1.0,10995
2018,2833,145,38.2,1.5,20295
2017,18974,165,44.1,1.6,8895
2015,33263,125,60.1,2.0,10790
2018,11250,145,54.3,1.0,13550
2019,10598,150,42.2,2.0,22490
2019,10,150,44.1,1.0,17990
2018,11000,150,60.1,1.0,11290
2019,10100,150,55.4,1.0,15490
2018,56100,150,62.8,1.0,10000
2018,21000,150,65.7,1.0,10990
2019,5500,150,58.9,1.0,12975
2018,5755,150,64.2,1.1,9290
2017,26363,165,44.1,1.6,8690
2019,12981,150,49.6,1.0,16200
2017,15342,20,68.9,1.5,10110
2017,5785,145,55.4,1.0,11830
2016,10699,20,68.9,1.5,10000
2018,24869,145,64.2,1.5,16198
2017,17583,145,41.5,2.0,18160
2016,38922,20,68.9,1.5,10560
2016,27977,125,51.4,1.0,10670
2016,14661,20,61.4,1.0,9710
2016,35577,20,68.9,1.5,9427
2017,16282,0,65.7,1.0,10060
2018,6360,145,39.2,1.5,16817
2016,27519,0,74.3,1.5,7690
2018,15822,145,54.3,2.0,20000
2018,17038,145,65.7,1.0,10450
2018,16313,145,58.9,1.0,12590
2019,4896,145,54.3,1.5,19236
2019,7546,145,47.9,1.0,16990
2018,18153,145,52.3,2.0,21750
2019,729,145,53.3,1.5,19490
2018,19500,145,58.9,1.0,16990
2019,11000,145,35.3,1.5,17990
2018,13952,145,45.6,1.0,14390
2019,5,145,43.5,1.2,12890
2019,4960,145,53.3,2.0,22990
2015,51205,20,67.3,1.6,7650
2017,9000,145,65.7,1.0,10490
2018,9600,145,47.9,2.0,25990
2017,28000,145,62.8,1.0,9280
2018,19500,145,47.9,2.0,17950
2018,13000,145,60.1,1.0,11490
2016,23905,125,56.5,2.0,16630
2019,7069,145,34.5,2.3,27580
2017,21790,0,65.7,1.0,7991
2017,19089,20,68.9,1.5,11290
2017,10307,0,65.7,1.0,11211
2018,13409,145,51.4,1.0,13510
2017,29145,145,54.3,2.0,16110
2017,10594,145,54.3,1.0,11990
2018,31639,145,65.7,1.0,9891
2018,29196,145,56.5,1.0,10290
2017,22176,20,60.1,1.0,10770
2019,11078,145,55.4,1.0,13210
2018,1090,145,54.3,1.0,14560
2017,14716,125,60.1,2.0,14130
2016,30665,30,54.3,1.0,11160
2017,57481,145,54.3,2.0,14440
2019,7962,145,37.7,2.0,23760
2018,10652,145,47.1,1.0,13647
2016,36215,125,60.1,2.0,12740
2019,1156,145,45.6,1.0,17990
2017,16342,145,61.4,1.0,10887
2017,21210,145,47.9,1.6,12192
2015,38001,20,60.1,1.0,8995
2014,32505,30,57.7,1.0,7599
2015,37000,0,65.7,1.0,6499
2017,36611,125,54.3,1.2,8199
2015,84000,0,74.3,1.5,6399
2016,19395,125,51.4,1.0,10499
2017,34302,145,57.7,1.2,7479
2018,6465,145,61.4,2.0,19979
2017,35735,125,51.4,1.5,10979
2019,4953,145,35.3,1.5,20479
2018,12553,145,65.7,1.0,11479
2019,10766,145,38.2,2.0,18479
2015,53855,125,56.5,2.0,13979
2015,36066,125,60.1,2.0,9979
2014,25104,30,54.3,1.2,6812
2015,55363,30,54.3,1.2,6125
2017,30358,30,55.4,1.0,10199
2017,31427,125,60.1,2.0,14730
2015,21140,145,47.9,1.6,8795
2013,40791,0,65.7,1.0,6350
2014,48509,205,47.9,2.0,9750
2017,14750,145,60.1,1.0,12295
2017,34960,125,60.1,2.0,13995
2018,6500,145,64.2,1.1,9995
2018,8968,145,55.4,1.1,10999
2016,24267,20,68.9,1.5,10491
2017,26058,145,74.3,1.5,10689
2018,6833,145,41.5,2.0,20991
2015,23068,0,78.5,1.5,8920
2017,40505,0,78.5,1.5,8830
2016,47312,0,88.3,1.5,7010
2016,15000,20,60.1,1.0,10495
2017,10300,20,60.1,1.0,12995
2017,10438,20,60.1,1.0,12995
2018,17900,145,56.5,1.0,12495
2016,19000,0,57.7,1.0,12295
2019,490,145,44.1,1.0,18995
2013,50500,30,56.5,1.0,6495
2019,7912,145,60.1,1.0,15370
2019,10737,145,74.3,1.5,16190
2019,5452,145,48.7,1.0,13890
2019,10889,145,58.9,1.0,14390
2019,8439,145,51.4,1.5,17030
2019,7100,145,60.1,1.0,14410
2019,9863,145,47.9,2.0,19610
2017,16022,145,65.7,1.0,10991
2017,33412,145,64.2,1.5,13210
2018,16349,145,45.6,1.5,16479
2018,25199,145,48.7,1.5,14979
2018,12760,145,65.7,1.0,10979
2017,32095,145,65.7,1.0,9479
2018,2596,145,60.1,1.0,16479
2018,14171,145,36.7,2.3,28975
2017,36730,30,54.3,1.0,10979
2016,14333,145,47.9,1.5,12840
2017,41391,145,56.5,2.0,15479
2016,21843,160,48.7,2.0,19979
2019,5802,145,60.1,1.0,16970
2018,18332,145,74.3,1.5,16479
2017,44424,125,52.3,2.0,16779
2018,14044,150,64.2,1.1,9679
2017,43786,0,65.7,1.0,9479
2018,58373,145,65.7,1.0,9979
2014,70071,0,65.7,1.0,5979
2020,2213,135,47.9,2.0,24979
2018,18559,145,48.7,1.0,12479
2016,14260,0,57.7,1.0,10940
2013,31101,20,67.3,1.6,6480
2016,36489,30,64.2,1.5,9820
2019,7220,145,48.7,1.0,14441
2016,3950,145,52.3,2.0,19170
2018,12070,145,65.7,1.0,10510
2016,21186,20,62.8,1.0,9320
2017,22342,145,41.5,2.0,17387
2017,14254,0,57.7,1.0,10490
2016,13325,30,58.9,1.5,11690
2018,7994,145,57.7,1.0,12970
2017,16411,145,54.3,2.0,16979
2018,15950,145,65.7,1.0,10179
2017,38807,145,65.7,1.0,9179
2019,11288,145,58.9,1.5,16479
2019,4988,145,43.5,2.0,33979
2020,1440,145,51.4,1.0,19979
2018,16430,145,65.7,1.0,10979
2018,16301,145,56.5,1.0,11000
2018,22845,145,56.5,1.0,11000
2018,33770,145,56.5,1.0,10590
2017,26861,145,54.3,2.0,17368
2017,19726,160,48.7,2.0,20479
2017,52639,145,74.3,1.5,11479
2019,8199,145,33.6,1.5,22979
2020,601,145,34.5,2.3,28939
2014,47368,0,65.7,1.0,6679
2017,43745,200,47.9,2.0,19303
2013,60143,0,65.7,1.0,5989
2016,15590,0,57.7,1.0,9989
2015,51250,160,48.7,2.0,9795
2015,72000,0,74.3,1.5,6645
2016,40600,125,53.3,1.0,8795
2017,19616,145,57.7,1.2,7499
2014,47329,160,44.8,1.6,7499
2016,48537,20,67.3,2.0,12799
2016,30484,20,68.9,1.5,8499
2019,15937,145,35.3,1.5,18479
2016,23608,20,62.8,1.0,9679
2018,16808,145,57.7,1.0,13979
2017,14773,0,65.7,1.0,10050
2017,21387,145,65.7,1.0,9930
2017,32023,145,65.7,1.0,9150
2019,9145,145,74.3,1.5,16030
2018,10267,145,39.2,1.5,17160
2016,36332,0,65.7,1.0,8211
2017,13813,145,41.5,2.0,18300
2019,12036,145,33.6,1.5,23179
2019,4470,145,58.9,1.5,16479
2019,10026,145,54.3,2.0,24979
2017,12278,125,52.3,1.0,11679
2018,34350,145,56.5,2.0,17979
2018,23807,145,48.7,1.0,14179
2017,12082,145,57.7,1.2,7489
2019,3500,145,53.3,1.0,16995
2019,6000,145,64.2,2.0,19995
2016,30468,0,65.7,1.0,9995
2017,27820,20,61.4,1.0,10495
2018,12700,150,56.5,1.0,11495
2019,1850,145,43.5,1.2,11295
2017,8679,145,65.7,1.0,10491
2017,21467,145,38.2,1.5,16000
2017,62124,160,48.7,2.0,15700
2017,30519,30,54.3,1.0,11180
2017,30668,150,57.7,1.2,7500
2017,10147,150,62.8,1.0,10500
2018,5687,150,62.8,1.0,13300
2018,4583,150,65.7,1.0,12500
2016,18455,125,54.3,1.2,8000
2019,10114,145,58.9,1.0,14000
2017,14576,145,65.7,1.0,9279
2018,16906,145,65.7,1.0,11679
2019,3850,145,47.9,1.2,9675
2019,9266,145,47.9,1.2,9279
2018,15121,145,40.3,1.5,17479
2018,9768,145,64.2,1.1,9750
2020,613,145,31.4,2.3,33979
2018,21085,145,65.7,1.0,10679
2018,10125,145,65.7,1.0,9679
2019,3280,145,48.7,1.0,15479
2018,9141,145,62.8,1.0,13970
2018,18646,145,67.3,2.0,18277
2018,14133,145,65.7,1.0,10490
2019,13522,145,47.9,2.0,19470
2019,6754,145,60.1,1.0,15520
2019,11881,145,60.1,1.0,15540
2018,17250,150,65.7,1.0,11500
2018,11887,145,58.9,1.0,13000
2019,4895,145,40.3,1.5,18000
2017,6555,145,64.2,1.1,9800
2017,27547,145,56.5,2.0,17800
2018,10097,145,65.7,1.0,12000
2017,43155,125,56.5,2.0,18000
2017,16956,150,65.7,1.0,10000
2018,29357,150,54.3,1.0,13000
2017,40988,145,74.3,1.5,10800
2018,3214,150,45.6,1.0,16500
2018,11083,145,65.7,1.0,10980
2016,37000,125,56.5,2.0,17495
2019,4578,145,58.9,1.0,16500
2018,4795,145,47.9,1.2,9500
2018,31894,145,55.4,1.0,9000
2017,22254,150,52.3,2.0,18800
2019,8342,145,48.7,1.0,14995
2019,3031,145,53.3,1.0,16495
2018,19709,145,65.7,1.0,11495
2016,19000,30,54.3,1.0,11995
2017,12518,145,47.9,1.6,12979
2016,24547,200,41.5,2.0,16479
2019,9770,145,54.3,2.0,24479
2017,36947,125,56.5,2.0,18979
2013,8603,30,54.3,1.2,7495
2018,10964,145,65.7,1.0,10495
2017,27500,150,61.4,1.0,10595
2017,11500,20,61.4,1.0,11995
2017,937,145,47.1,1.4,11495
2017,6688,145,45.6,1.5,14795
2016,15047,20,60.1,1.0,10795
2016,18147,160,44.8,1.5,11595
2019,843,145,60.1,1.0,14995
2019,2100,145,39.2,1.5,19995
2019,19874,145,60.1,2.0,19000
2019,18457,145,48.7,2.0,27000
2017,45267,145,54.3,2.0,12000
2018,14562,145,55.4,1.1,9500
2018,13378,145,54.3,1.0,12000
2019,1001,145,45.6,1.0,17500
2017,9918,0,65.7,1.0,9300
2018,9553,145,65.7,1.0,12000
2018,13427,145,65.7,1.0,10500
2017,18396,125,51.4,1.0,11900
2018,7526,145,65.7,1.0,12000
2019,813,145,22.8,5.0,40000
2020,2396,145,49.6,1.0,25000
2018,3874,145,65.7,1.0,13100
2016,23944,125,54.3,1.2,8000
2018,11421,145,38.2,1.5,16595
2019,11213,145,58.9,1.0,14000
2018,10995,145,65.7,1.0,10500
2018,22199,145,57.7,1.2,7600
2019,21457,145,37.2,2.0,30000
2017,22239,145,41.5,2.0,17979
2017,29210,160,45.6,1.5,14679
2017,37306,30,54.3,1.0,11179
2013,35537,145,53.3,2.0,9479
2016,24696,160,43.5,1.5,19279
2017,33446,145,74.3,1.5,10479
2018,44000,145,54.3,2.0,13990
2018,16853,145,74.3,1.5,13000
2017,14461,125,54.3,1.2,8990
2017,47235,150,60.1,2.0,12990
2016,6003,125,60.1,2.0,14795
2019,499,145,51.4,1.0,17495
2017,16457,125,52.3,1.0,10495
2017,48899,125,52.3,1.0,9495
2018,7642,145,65.7,1.0,10495
2017,9814,145,51.4,1.5,14495
2017,11264,145,55.4,1.0,10495
2017,12078,30,64.2,2.0,14750
2017,20418,145,60.1,1.0,10795
2019,8000,150,60.1,1.0,15990
2018,16581,150,54.3,1.0,13250
2018,5823,150,53.3,1.0,14750
2019,309,145,50.4,1.0,22000
2019,3417,145,40.3,1.5,21750
2019,3533,145,35.3,1.5,24990
2013,72551,0,65.7,1.0,5999
2018,37933,145,54.3,2.0,16999
2017,37881,125,56.5,2.0,18999
2017,12295,0,65.7,1.0,10499
2016,15323,0,65.7,1.0,9699
2016,29600,160,44.1,1.6,8490
2015,30000,145,47.9,1.6,10990
2017,11100,30,55.4,1.0,11990
2019,16448,145,55.4,2.0,24999
2018,7000,145,58.9,1.0,13995
2019,12200,145,60.1,1.0,15995
2018,10500,145,60.1,1.0,15690
2019,9800,145,41.5,1.0,17990
2016,29490,0,65.7,1.0,8495
2016,18735,20,62.8,1.0,9500
2017,21996,150,65.7,1.0,9950
2017,26140,145,41.5,2.0,16950
2017,16790,145,74.3,1.5,12000
2018,16000,145,38.2,1.5,18995
2016,40000,30,64.2,1.5,8495
2018,22494,150,60.1,1.0,12500
2018,15018,150,64.2,1.1,9990
2019,8933,150,60.1,1.0,15990
2018,12787,150,47.9,2.0,20000
2017,7939,150,44.1,1.6,10990
2018,7724,145,65.7,1.0,11000
2017,21647,145,60.1,1.0,10990
2019,15052,150,64.2,2.0,19320
2017,10396,145,54.3,1.2,8200
2018,6074,145,65.7,1.0,11990
2018,3000,145,54.3,1.0,14495
2019,6500,145,31.7,2.0,29890
2019,2000,145,22.1,5.0,40495
2019,4000,145,34.5,2.3,26490
2018,8000,145,45.6,1.5,16495
2018,3000,145,51.4,1.5,19490
2018,7000,145,74.3,1.5,18995
2018,440,145,50.4,1.0,16195
2019,12200,145,58.9,1.0,15995
2018,15937,145,80.7,1.5,14699
2016,40953,20,67.3,2.0,14499
2018,30472,145,85.6,1.5,9999
2017,11526,20,60.1,1.0,11699
2019,10281,145,51.4,2.0,19999
2015,50577,125,54.3,1.2,5699
2015,30136,30,54.3,1.2,7499
2017,23819,0,65.7,1.0,9999
2018,5304,145,60.1,1.0,12199
2013,24850,30,55.4,1.0,6999
2016,34980,125,56.5,2.0,17750
2016,34296,0,65.7,1.0,9775
2018,2889,145,37.2,2.0,30699
2017,31033,145,51.4,1.0,10999
2016,21875,125,54.3,1.2,7999
2018,5669,145,54.3,1.5,17499
2019,14195,145,58.9,1.0,15750
2019,11963,145,35.3,1.5,18620
2019,4842,145,35.3,1.5,19420
2018,14840,145,58.9,1.5,17775
2017,23829,125,51.4,1.0,12620
2017,48616,0,78.5,1.5,7750
2017,2146,125,54.3,1.2,9995
2019,4629,145,35.3,1.5,20299
2019,13006,145,37.7,2.0,19999
2017,14794,0,65.7,1.0,9799
2017,14303,145,64.2,1.1,9999
2018,15094,145,54.3,1.5,15499
2017,28000,145,64.2,1.5,14999
2018,12219,145,65.7,1.0,10699
2019,4000,145,34.5,2.3,28495
2018,9000,145,58.9,1.0,14995
2019,7000,145,31.7,2.0,29495
2018,6000,145,48.7,1.0,13995
2017,9000,145,54.3,2.0,20490
2018,10000,145,58.9,1.0,11995
2017,8000,145,68.9,1.5,14990
2017,17000,145,54.3,2.0,20490
2019,2000,145,58.9,1.0,16495
2018,11000,145,68.9,1.5,13995
2018,2000,145,54.3,1.0,14995
2019,1200,145,58.9,1.0,14995
2019,14000,145,51.4,1.0,15995
2019,15000,145,58.9,1.0,14995
2018,6000,145,80.7,1.5,15995
2019,8500,145,58.9,1.0,15495
2019,11000,145,50.4,1.0,14995
2019,1890,145,40.9,1.5,18490
2018,12000,145,54.3,1.5,17495
2017,14607,145,65.7,1.0,9499
2017,19660,145,60.1,2.0,15999
2015,24622,260,35.8,2.0,18499
2018,3796,145,80.7,1.5,15999
2016,46101,0,74.3,1.5,8999
2017,17221,20,62.8,1.0,10499
2015,44419,0,78.5,1.5,9999
2018,10435,145,54.3,1.5,16999
2017,35930,125,56.5,2.0,18749
2018,21688,145,54.3,1.5,15999
2017,39078,145,65.7,1.0,8494
2015,18534,125,54.3,1.2,7980
2019,8000,145,60.1,1.0,18499
2015,50502,0,74.3,1.5,8499
2016,42524,200,41.5,2.0,14699
2015,35000,125,52.3,1.0,8499
2017,9844,145,60.1,1.0,11999
2017,14467,30,57.7,1.2,7999
2019,10234,145,38.2,2.0,18499
2015,25000,20,60.1,1.0,9499
2018,35880,145,62.8,1.0,10999
2018,13859,145,38.2,1.5,19999
2018,8660,145,45.6,1.0,15999
2017,49391,145,53.3,1.0,7999
2018,16412,145,65.7,1.0,11899
2019,15956,145,47.9,2.0,19499
2019,6321,145,60.1,1.0,16199
2018,20112,145,54.3,1.0,14199
2017,19394,30,55.4,1.0,11499
2018,12403,145,57.7,1.0,12299
2018,10911,145,64.2,1.1,8799
2018,20203,145,65.7,1.0,9599
2018,10579,145,54.3,1.0,13999
2018,14365,145,64.2,1.5,16199
2020,1137,145,50.4,1.0,23999
2019,883,145,51.4,1.0,22999
2019,2559,145,43.5,1.2,11699
2019,2944,145,40.3,1.5,18299
2019,603,145,47.9,1.0,18699
2019,5303,145,58.9,1.0,15299
2020,641,145,50.4,1.5,24799
2020,807,145,62.8,1.5,21499
2019,9168,145,67.3,1.5,13399
2018,12438,145,88.3,1.5,10999
2017,10516,0,65.7,1.0,9699
2017,14748,145,65.7,1.0,10999
2018,6792,145,65.7,1.0,13599
2018,8000,145,60.1,2.0,16999
2019,6997,145,35.3,1.5,20499
2018,16371,145,47.9,2.0,15999
2019,5846,145,53.3,1.0,14999
2018,30000,145,56.5,1.0,10499
2018,16356,145,56.5,1.0,11499
2019,7852,145,60.1,1.0,15499
2018,12076,145,51.4,1.0,13999
2017,24558,200,47.9,2.0,23299
2016,34737,160,44.1,1.6,8500
2018,31146,145,65.7,1.0,10799
2019,6375,145,47.9,1.0,14199
2019,11322,145,58.9,1.0,14899
2018,33086,145,62.8,1.0,11999
2018,31504,145,56.5,2.0,19499
2017,29850,125,56.5,2.0,19499
2017,26410,125,56.5,2.0,16499
2018,35221,145,74.3,1.5,12699
2018,14241,145,64.2,1.5,15699
2018,13082,145,54.3,2.0,21999
2018,27567,145,65.7,1.0,11299
2019,4432,145,60.1,1.0,17999
2019,5443,145,60.1,1.0,17699
2019,4933,145,60.1,1.0,16999
2018,10688,145,74.3,1.5,16995
2019,7523,145,45.6,1.5,18199
2017,12614,145,47.9,1.6,12699
2017,18860,145,54.3,2.0,16199
2019,9488,145,34.5,2.3,24999
2018,22465,145,60.1,1.0,11499
2018,8610,145,54.3,1.0,13999
2018,10111,145,54.3,1.0,14899
2018,7957,145,65.7,1.0,11399
2018,18838,145,64.2,1.5,13499
2018,18571,145,65.7,1.0,10999
2018,31589,145,52.3,2.0,19999
2017,31355,145,56.5,2.0,17299
2015,23178,200,41.5,2.0,13399
2016,18606,20,62.8,1.0,10199
2017,19739,145,60.1,2.0,16999
2018,18772,145,54.3,1.0,14799
2019,8457,145,54.3,2.0,25399
2018,35553,145,60.1,2.0,14999
2016,30209,0,78.5,1.5,8999
2018,32362,145,54.3,2.0,15999
2018,27851,145,62.8,1.0,11499
2018,21581,145,62.8,1.0,11699
2018,20870,145,54.3,2.0,20999
2018,30320,145,45.6,2.0,13999
2018,28297,145,62.8,1.0,10799
2014,41633,30,56.5,1.0,6999
2016,44815,20,61.4,1.0,9499
2018,33343,145,54.3,2.0,15999
2017,14858,30,55.4,1.0,11699
2018,5819,145,57.7,1.2,8500
2019,9708,145,54.3,1.5,18299
2018,6987,145,41.5,2.0,20299
2018,8100,145,47.9,2.0,19299
2017,15962,30,54.3,2.0,17000
2014,46873,30,61.4,1.6,7199
2017,3347,0,65.7,1.0,10500
2019,6298,145,48.7,1.2,9500
2020,10,145,23.7,5.0,42999
2019,8383,145,48.7,1.0,16299
2017,23736,20,68.9,1.5,10799
2016,35756,0,74.3,1.5,9000
2016,30986,20,68.9,2.0,12099
2019,14539,145,40.4,1.5,14399
2016,25329,125,52.3,2.0,17199
2019,8001,145,60.1,1.0,15599
2017,19198,145,56.5,2.0,19299
2019,9982,145,52.3,1.0,15499
2017,14297,125,52.3,1.0,11000
2017,26372,145,56.5,2.0,18699
2019,11869,145,37.7,2.0,22000
2019,3078,145,48.7,1.2,10799
2019,4892,145,47.9,1.0,18999
2019,1758,145,58.9,1.0,15299
2019,20062,145,38.2,2.0,20499
2019,447,145,47.9,2.0,20999
2019,4126,145,58.9,1.0,11799
2019,2128,145,48.7,1.1,12799
2017,12555,145,60.1,2.0,15000
2020,264,145,58.9,1.0,16199
2016,17693,20,68.9,1.5,9399
2019,8793,145,58.9,1.0,15399
2019,8310,145,48.7,1.0,16199
2019,9817,145,60.1,1.0,14799
2017,40848,125,56.5,2.0,18399
2017,16470,30,55.4,1.0,11499
2017,28604,0,74.3,1.5,11499
2017,12890,145,52.3,1.0,11599
2018,6170,150,38.2,1.5,15800
2018,21901,150,67.3,2.0,18500
2017,9148,165,44.8,1.5,11000
2017,18293,145,60.1,2.0,16700
2017,31848,145,54.3,2.0,14500
2016,27128,20,62.8,1.0,9800
2020,915,145,53.3,1.0,16299
2018,26531,145,47.9,2.0,21200
2018,14338,150,62.8,1.0,11200
2015,26270,205,41.5,2.0,13800
2019,3599,145,60.1,1.0,14960
2020,34,145,58.9,1.0,17499
2019,3042,145,58.9,1.0,15799
2019,14788,145,48.7,1.0,15799
2019,6795,145,56.5,1.0,12799
2019,5681,145,60.1,1.0,16299
2019,1225,145,50.4,1.0,23999
2019,3158,145,45.6,2.0,29499
2019,13838,145,58.9,1.5,12299
2017,12022,145,62.8,1.0,13099
2019,1307,145,52.3,1.0,17000
2020,1083,145,52.3,1.0,19499
2017,22402,125,53.3,1.0,10399
2018,10611,145,41.5,2.0,19199
2020,58,145,55.4,1.0,21499
2019,5542,145,37.2,2.0,32599
2017,21913,0,78.5,1.5,10699
2020,10,145,39.8,1.5,30999
2019,11576,145,58.9,1.0,14999
2018,17973,145,54.3,1.0,15399
2019,7244,145,48.7,1.0,16399
2017,14685,30,56.5,1.0,10199
2018,16257,145,74.3,1.5,13299
2017,19145,0,57.7,1.0,11499
2018,19926,145,74.3,1.5,13499
